,filename,label
439,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3544.JPEG,golf ball
440,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3549.JPEG,golf ball
441,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_356.JPEG,golf ball
442,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3567.JPEG,golf ball
443,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3595.JPEG,golf ball
444,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_36.JPEG,golf ball
445,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3608.JPEG,golf ball
446,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3614.JPEG,golf ball
447,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3633.JPEG,golf ball
448,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_366.JPEG,golf ball
449,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3673.JPEG,golf ball
450,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3696.JPEG,golf ball
451,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3704.JPEG,golf ball
452,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_373.JPEG,golf ball
453,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3755.JPEG,golf ball
454,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3775.JPEG,golf ball
455,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3788.JPEG,golf ball
456,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3799.JPEG,golf ball
457,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3816.JPEG,golf ball
458,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3817.JPEG,golf ball
459,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3827.JPEG,golf ball
460,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3829.JPEG,golf ball
461,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3833.JPEG,golf ball
462,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3836.JPEG,golf ball
463,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3837.JPEG,golf ball
464,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_384.JPEG,golf ball
465,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3849.JPEG,golf ball
466,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_385.JPEG,golf ball
467,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3865.JPEG,golf ball
468,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3879.JPEG,golf ball
469,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3895.JPEG,golf ball
470,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3915.JPEG,golf ball
471,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3919.JPEG,golf ball
472,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3927.JPEG,golf ball
473,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3928.JPEG,golf ball
474,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3934.JPEG,golf ball
475,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3939.JPEG,golf ball
476,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3945.JPEG,golf ball
477,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3963.JPEG,golf ball
478,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3966.JPEG,golf ball
479,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3969.JPEG,golf ball
480,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_397.JPEG,golf ball
481,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_398.JPEG,golf ball
482,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_399.JPEG,golf ball
483,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3995.JPEG,golf ball
484,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_3996.JPEG,golf ball
485,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4028.JPEG,golf ball
486,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_403.JPEG,golf ball
487,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4035.JPEG,golf ball
488,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4037.JPEG,golf ball
489,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4047.JPEG,golf ball
490,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4048.JPEG,golf ball
491,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4058.JPEG,golf ball
492,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4087.JPEG,golf ball
493,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4089.JPEG,golf ball
494,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4095.JPEG,golf ball
495,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4097.JPEG,golf ball
496,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4098.JPEG,golf ball
497,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4099.JPEG,golf ball
498,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4104.JPEG,golf ball
499,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4109.JPEG,golf ball
500,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4113.JPEG,golf ball
501,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4115.JPEG,golf ball
502,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4123.JPEG,golf ball
503,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4133.JPEG,golf ball
504,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4145.JPEG,golf ball
505,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4147.JPEG,golf ball
506,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4158.JPEG,golf ball
507,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_416.JPEG,golf ball
508,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4173.JPEG,golf ball
509,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4176.JPEG,golf ball
510,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4188.JPEG,golf ball
511,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4198.JPEG,golf ball
512,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4204.JPEG,golf ball
513,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4229.JPEG,golf ball
514,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4239.JPEG,golf ball
515,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_424.JPEG,golf ball
516,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4246.JPEG,golf ball
517,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4247.JPEG,golf ball
518,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4249.JPEG,golf ball
519,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4253.JPEG,golf ball
520,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4278.JPEG,golf ball
521,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4333.JPEG,golf ball
522,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4348.JPEG,golf ball
523,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4354.JPEG,golf ball
524,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4366.JPEG,golf ball
525,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4367.JPEG,golf ball
526,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4398.JPEG,golf ball
527,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4416.JPEG,golf ball
528,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4426.JPEG,golf ball
529,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4475.JPEG,golf ball
530,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_448.JPEG,golf ball
531,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4509.JPEG,golf ball
532,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_453.JPEG,golf ball
533,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4533.JPEG,golf ball
534,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4539.JPEG,golf ball
535,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_455.JPEG,golf ball
536,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4554.JPEG,golf ball
537,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4588.JPEG,golf ball
538,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4597.JPEG,golf ball
539,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4615.JPEG,golf ball
540,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4646.JPEG,golf ball
541,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4667.JPEG,golf ball
542,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4673.JPEG,golf ball
543,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4679.JPEG,golf ball
544,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4685.JPEG,golf ball
545,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4699.JPEG,golf ball
546,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4708.JPEG,golf ball
547,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4709.JPEG,golf ball
548,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4715.JPEG,golf ball
549,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4814.JPEG,golf ball
550,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4818.JPEG,golf ball
551,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4834.JPEG,golf ball
552,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4849.JPEG,golf ball
553,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_485.JPEG,golf ball
554,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4855.JPEG,golf ball
555,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_487.JPEG,golf ball
556,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4878.JPEG,golf ball
557,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4879.JPEG,golf ball
558,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4883.JPEG,golf ball
559,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4889.JPEG,golf ball
560,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4894.JPEG,golf ball
561,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4914.JPEG,golf ball
562,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4929.JPEG,golf ball
563,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4939.JPEG,golf ball
564,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_494.JPEG,golf ball
565,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4959.JPEG,golf ball
566,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4966.JPEG,golf ball
567,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_498.JPEG,golf ball
568,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4984.JPEG,golf ball
569,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4985.JPEG,golf ball
570,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_4998.JPEG,golf ball
571,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5007.JPEG,golf ball
572,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5008.JPEG,golf ball
573,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5009.JPEG,golf ball
574,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5023.JPEG,golf ball
575,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5026.JPEG,golf ball
576,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5029.JPEG,golf ball
577,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_504.JPEG,golf ball
578,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5043.JPEG,golf ball
579,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5097.JPEG,golf ball
580,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5107.JPEG,golf ball
581,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5114.JPEG,golf ball
582,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5117.JPEG,golf ball
583,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5125.JPEG,golf ball
584,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5139.JPEG,golf ball
585,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5143.JPEG,golf ball
586,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5159.JPEG,golf ball
587,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5184.JPEG,golf ball
588,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5194.JPEG,golf ball
589,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5213.JPEG,golf ball
590,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5216.JPEG,golf ball
591,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5217.JPEG,golf ball
592,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5218.JPEG,golf ball
593,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5224.JPEG,golf ball
594,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_523.JPEG,golf ball
595,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_524.JPEG,golf ball
596,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5265.JPEG,golf ball
597,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5266.JPEG,golf ball
598,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5269.JPEG,golf ball
599,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5289.JPEG,golf ball
600,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5297.JPEG,golf ball
601,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5305.JPEG,golf ball
602,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5309.JPEG,golf ball
603,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5316.JPEG,golf ball
604,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5325.JPEG,golf ball
605,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5333.JPEG,golf ball
606,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5336.JPEG,golf ball
607,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5337.JPEG,golf ball
608,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5353.JPEG,golf ball
609,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5358.JPEG,golf ball
610,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5373.JPEG,golf ball
611,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5377.JPEG,golf ball
612,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5398.JPEG,golf ball
613,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5423.JPEG,golf ball
614,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5428.JPEG,golf ball
615,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5434.JPEG,golf ball
616,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5457.JPEG,golf ball
617,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5463.JPEG,golf ball
618,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5467.JPEG,golf ball
619,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5469.JPEG,golf ball
620,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5485.JPEG,golf ball
621,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5504.JPEG,golf ball
622,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5505.JPEG,golf ball
623,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5509.JPEG,golf ball
624,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5534.JPEG,golf ball
625,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5546.JPEG,golf ball
626,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5566.JPEG,golf ball
627,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5568.JPEG,golf ball
628,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5573.JPEG,golf ball
629,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5588.JPEG,golf ball
630,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5594.JPEG,golf ball
631,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5597.JPEG,golf ball
632,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5637.JPEG,golf ball
633,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5665.JPEG,golf ball
634,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5667.JPEG,golf ball
635,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5694.JPEG,golf ball
636,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5699.JPEG,golf ball
637,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5703.JPEG,golf ball
638,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5707.JPEG,golf ball
639,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5713.JPEG,golf ball
640,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5723.JPEG,golf ball
641,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_574.JPEG,golf ball
642,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5743.JPEG,golf ball
643,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5745.JPEG,golf ball
644,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5757.JPEG,golf ball
645,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5765.JPEG,golf ball
646,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5766.JPEG,golf ball
647,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5768.JPEG,golf ball
648,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5775.JPEG,golf ball
649,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5786.JPEG,golf ball
650,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5804.JPEG,golf ball
651,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5809.JPEG,golf ball
652,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5814.JPEG,golf ball
653,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5816.JPEG,golf ball
654,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5825.JPEG,golf ball
655,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5838.JPEG,golf ball
656,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_584.JPEG,golf ball
657,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_585.JPEG,golf ball
658,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5856.JPEG,golf ball
659,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5893.JPEG,golf ball
660,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_59.JPEG,golf ball
661,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5908.JPEG,golf ball
662,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5909.JPEG,golf ball
663,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5916.JPEG,golf ball
664,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5934.JPEG,golf ball
665,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5939.JPEG,golf ball
666,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5979.JPEG,golf ball
667,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_5996.JPEG,golf ball
668,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6.JPEG,golf ball
669,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6016.JPEG,golf ball
670,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6019.JPEG,golf ball
671,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6029.JPEG,golf ball
672,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_603.JPEG,golf ball
673,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6033.JPEG,golf ball
674,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6038.JPEG,golf ball
675,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_606.JPEG,golf ball
676,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6067.JPEG,golf ball
677,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_607.JPEG,golf ball
678,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6134.JPEG,golf ball
679,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_6158.JPEG,golf ball
